Age,Hours per day,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Primary streaming service_I do not use a streaming service.,Primary streaming service_Other streaming service,Primary streaming service_Pandora,Primary streaming service_Spotify,Primary streaming service_YouTube Music,Fav genre_Country,Fav genre_EDM,Fav genre_Folk,Fav genre_Gospel,Fav genre_Hip hop,Fav genre_Jazz,Fav genre_K pop,Fav genre_Latin,Fav genre_Lofi,Fav genre_Metal,Fav genre_Pop,Fav genre_R&B,Fav genre_Rap,Fav genre_Rock,Fav genre_Video game music,Music effects_No effect,Music effects_Worsen,While working_Yes,Instrumentalist_Yes,Composer_Yes,Exploratory_Yes,Foreign languages_Yes
21.0,1.0,147.0,1,2,2,2,0,2,1,1,1,1,1,3,0,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
17.0,5.0,134.0,0,1,0,0,0,2,0,0,0,1,3,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
14.0,4.0,81.0,2,0,2,1,0,1,2,2,0,3,0,2,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
18.0,3.0,135.0,2,2,0,1,1,1,0,0,0,0,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
29.0,2.0,98.0,2,1,3,2,1,3,3,2,0,1,0,2,3,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
19.0,3.0,76.0,2,0,2,2,0,0,0,0,0,1,1,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
26.0,3.0,90.0,1,1,1,1,0,2,3,0,2,1,3,1,2,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
20.0,3.0,119.0,1,3,1,2,0,2,1,2,0,0,0,3,3,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22.0,2.0,120.0,1,0,1,1,1,1,1,0,0,1,0,3,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19.0,5.0,141.0,2,1,0,0,0,1,2,0,0,0,3,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
16.0,3.0,90.0,1,0,0,1,0,2,2,0,2,0,0,0,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
18.0,1.0,155.0,1,1,1,1,2,1,1,0,1,1,0,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
37.0,2.0,186.0,2,2,0,2,0,1,2,0,0,0,1,2,1,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29.0,1.0,110.0,2,0,0,1,2,0,1,0,0,0,0,2,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
17.0,5.0,168.0,1,2,3,0,2,3,0,2,0,2,1,3,3,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18.0,2.0,123.0,0,3,0,1,1,1,1,0,0,0,2,3,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27.0,4.0,135.0,1,0,0,0,0,2,1,2,0,2,0,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
20.0,3.0,200.0,2,1,0,0,0,1,2,0,0,1,3,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
25.0,2.0,120.0,1,0,0,1,0,2,0,0,2,0,0,3,2,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18.0,6.0,91.0,3,1,3,1,2,3,2,0,2,3,2,3,3,3,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
22.0,4.0,93.0,0,1,0,0,0,1,0,0,0,1,2,3,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
16.0,5.0,129.0,2,0,0,1,0,1,2,0,0,1,3,2,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
24.0,2.0,115.0,0,0,0,0,0,2,1,1,0,1,0,3,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
16.0,3.0,174.0,1,0,2,0,0,1,2,3,2,2,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
18.0,2.0,115.0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
15.0,3.0,204.0,1,0,1,0,0,3,2,3,0,0,0,1,2,3,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
32.0,1.0,218.0,2,2,2,2,0,1,0,3,1,0,3,1,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
16.0,3.0,100.0,1,0,3,0,0,3,2,3,0,1,2,3,1,3,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
23.0,4.0,105.0,1,1,3,1,1,1,1,1,0,3,2,2,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
18.0,3.0,118.0,2,0,0,1,0,0,2,0,0,1,1,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
21.0,3.0,108.0,1,3,0,2,1,1,0,0,0,0,1,2,0,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32.0,6.0,91.0,0,1,2,0,0,1,1,0,0,0,0,2,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
60.0,2.0,132.0,2,2,0,2,1,0,1,0,1,0,1,2,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
21.0,2.0,97.0,2,0,0,2,0,1,1,1,0,1,0,3,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
20.0,0.7,144.0,1,0,0,0,0,0,0,0,0,2,1,3,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18.0,4.0,148.0,3,1,0,0,0,0,3,0,2,1,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
21.0,2.0,150.0,0,1,1,0,0,0,0,0,0,0,3,1,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
18.0,5.0,120.0,2,1,2,1,2,2,1,2,1,2,1,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
19.0,3.0,122.0,2,1,1,2,1,2,1,1,1,1,1,2,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
15.0,2.0,171.0,0,0,3,0,0,2,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28.0,1.0,72.0,1,1,0,1,0,1,0,0,0,2,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
16.0,2.0,126.0,3,0,0,0,0,3,0,2,0,1,0,3,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
19.0,3.0,118.0,1,0,1,0,0,3,3,1,2,3,0,2,2,2,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20.0,4.0,113.0,2,1,0,1,0,2,2,1,0,1,0,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
33.0,1.0,120.0,0,0,0,0,0,2,0,0,1,0,0,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
28.0,4.0,194.0,1,2,1,1,0,2,2,1,0,0,2,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
56.0,2.0,220.0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
19.0,3.0,115.0,2,0,1,0,0,3,1,1,0,2,0,3,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13.0,2.0,120.0,1,0,2,3,1,2,0,0,0,2,2,3,1,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
32.0,2.0,84.0,1,1,3,1,1,1,1,1,0,2,3,2,1,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
16.0,10.0,105.0,1,3,0,3,1,1,2,0,0,0,3,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
19.0,8.0,100.0,3,0,1,0,0,2,2,3,0,3,0,3,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
26.0,6.0,156.0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
18.0,2.0,20.0,1,0,1,0,1,3,1,3,2,0,0,2,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
57.0,2.0,125.0,0,0,0,0,0,1,2,0,1,1,2,2,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
17.0,6.0,140.0,1,0,1,0,2,3,2,0,0,2,0,2,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
49.0,8.0,68.0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
21.0,2.0,121.0,2,0,3,1,0,1,1,1,2,1,2,3,3,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
22.0,10.0,128.0,2,2,3,3,0,0,1,0,0,0,1,0,1,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
23.0,2.0,180.0,2,0,3,0,0,1,1,2,0,2,0,3,1,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
21.0,3.0,86.0,0,3,1,2,1,2,0,0,0,0,1,2,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48.0,1.5,185.0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
17.0,2.0,160.0,1,1,1,1,1,2,2,2,0,0,1,3,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
25.0,1.5,61.0,2,1,1,2,0,1,0,0,0,1,1,3,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20.0,1.0,120.0,0,0,2,0,0,1,2,3,1,1,0,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40.0,3.0,120.0,0,0,0,0,0,0,2,0,2,0,3,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
20.0,6.0,89.0,1,0,0,1,0,2,0,2,2,2,0,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
21.0,2.0,107.0,2,1,0,3,0,0,1,0,0,1,3,1,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
25.0,1.0,80.0,3,1,1,1,0,2,2,0,0,1,3,3,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
26.0,5.0,92.0,2,1,1,3,0,3,3,0,1,1,2,2,2,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
30.0,6.0,89.0,2,1,0,3,1,0,1,0,0,2,2,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
22.0,0.5,113.0,2,0,0,0,0,3,1,0,1,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.0,5.0,163.0,3,2,1,0,1,1,1,3,2,3,1,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
35.0,1.0,81.0,2,1,2,1,0,2,1,1,0,0,0,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
18.0,2.0,79.0,1,1,2,0,0,1,0,1,2,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
20.0,12.0,98.0,0,2,1,2,2,2,2,1,0,0,2,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
56.0,2.0,120.0,2,0,2,2,1,0,3,0,1,1,1,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
23.0,12.0,96.0,3,1,0,3,0,1,2,1,1,1,0,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
16.0,15.0,85.0,1,0,3,0,0,1,1,0,0,1,2,2,0,3,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
18.0,1.0,117.0,3,0,2,0,0,2,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
17.0,2.0,94.0,2,0,0,0,0,1,2,0,0,1,2,3,0,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
27.0,3.0,105.0,1,0,3,1,0,1,1,0,0,3,3,1,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
19.0,1.0,160.0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
16.0,3.0,140.0,1,0,0,0,0,2,1,0,1,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53.0,1.5,92.0,1,0,3,2,0,2,0,1,2,0,0,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
21.0,10.0,92.0,0,1,1,0,0,3,0,1,0,0,3,2,2,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
27.0,2.0,100.0,2,1,3,0,0,2,3,3,2,2,2,3,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1
32.0,8.0,101.0,0,0,0,1,0,2,0,0,0,0,2,1,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
21.0,2.0,147.0,2,0,2,1,0,0,2,3,0,2,1,2,3,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
27.0,3.0,113.0,1,1,1,1,0,3,1,1,1,1,1,3,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16.0,5.0,167.0,2,1,0,0,1,1,3,3,1,0,0,3,1,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
80.0,3.0,122.0,3,1,0,1,0,0,1,1,0,1,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22.0,5.0,138.0,0,0,3,0,0,3,0,0,0,3,0,3,3,3,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
44.0,3.0,130.0,1,1,1,3,1,2,1,0,1,2,0,1,2,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
20.0,8.0,120.0,0,3,0,2,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
49.0,2.0,147.0,1,1,2,3,0,2,1,0,0,2,1,2,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
29.0,1.5,108.0,1,0,2,0,0,1,1,0,0,0,1,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
51.0,5.0,180.0,2,1,0,2,0,0,1,0,0,0,2,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
17.0,3.0,120.0,2,2,2,1,1,3,1,3,0,3,0,3,3,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
17.0,12.0,172.0,3,0,1,1,2,3,0,1,3,1,2,1,0,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0
26.0,1.0,136.0,2,1,2,3,0,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
21.0,5.0,128.0,2,1,0,3,1,1,2,0,1,2,1,3,2,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
21.0,2.0,170.0,1,0,0,0,1,2,0,0,0,2,2,3,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32.0,3.0,157.0,0,0,1,0,0,3,0,0,2,1,0,2,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34.0,3.0,95.0,3,0,0,0,0,0,1,0,0,1,2,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
22.0,3.0,174.0,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
18.0,5.0,157.0,0,0,1,1,0,3,1,0,1,1,3,2,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
30.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20.0,1.0,120.0,2,0,1,0,2,0,1,3,0,2,0,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
19.0,10.0,110.0,0,1,3,0,0,2,0,3,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
21.0,1.5,110.0,3,1,3,3,2,2,3,0,1,2,1,3,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
20.0,2.0,220.0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
19.0,8.0,125.0,1,0,3,0,0,2,1,1,1,1,0,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30.0,5.0,160.0,2,1,0,2,0,1,0,0,0,0,3,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0
41.0,3.0,130.0,2,0,2,0,0,1,1,0,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
19.0,3.0,121.0,0,3,0,1,2,0,0,0,0,0,1,3,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
21.0,5.0,171.0,1,0,2,0,0,3,2,0,0,2,3,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1
18.0,2.0,90.0,0,0,0,0,2,3,0,0,0,2,0,2,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
21.0,1.0,81.0,0,0,0,0,1,3,0,0,0,0,0,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
25.0,4.0,134.0,2,0,0,1,1,0,0,1,3,0,0,3,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
23.0,2.0,75.0,2,1,1,2,0,3,2,0,0,0,0,3,3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27.0,1.0,119.0,1,1,1,0,1,2,1,3,0,2,0,3,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
21.0,3.0,160.0,0,0,0,3,0,2,0,0,0,2,3,1,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
17.0,8.0,95.0,1,0,3,0,0,2,1,0,0,3,0,3,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
26.0,1.0,120.0,2,3,2,1,0,1,0,0,0,0,1,2,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
